date,max_dew,mean_dew,min_dew
2006-02-28,258.2154785759163,255.3182807282519,251.31190513951304
2006-03-31,257.1640722920325,253.23073397729738,247.79913280268417
2006-04-30,261.4236968984654,257.2618221400527,251.61871761821013
2006-05-31,268.9714323837403,265.59526964255986,260.74735261304073
2006-06-30,271.85003456357106,268.8111655231161,264.87893625167357
2006-07-31,276.9732549884496,274.47000901042156,271.46742137583897
2006-08-31,278.4007462309224,276.09132808061855,273.82522371565466
2006-09-30,271.0402940628152,268.0693132238725,264.4532373514468
2006-10-31,264.2116811611443,260.97007211247353,256.91582077809625
2006-11-30,257.2668533943073,253.9719135726683,249.4243988615037
2006-12-31,252.1173392839997,249.0737032876015,244.9416196891465
2007-01-31,249.86373904632504,246.0310127664048,241.53123321230578
2007-02-28,256.0332637602336,252.5749404522437,247.84749295243347
2007-03-31,257.3023685971174,253.8900350109141,249.3474795259165
2007-04-30,263.7623575203575,259.36103509774085,253.71127173231346
2007-05-31,269.4543167288515,266.32185439805625,261.6943691794229
2007-06-30,273.63485493092577,270.78804352745993,267.2043681336544
2007-07-31,276.38149352526983,273.8002419731862,270.803425004591
2007-08-31,276.2411927225336,273.6843571018788,270.72654933209327
2007-09-30,271.8189720374784,268.95863066441404,265.36439058467147
2007-10-31,261.583998981435,257.96641886335937,253.33885729073964
2007-11-30,257.3049582162346,253.5042310632516,249.06117345640135
2007-12-31,252.96535990483568,249.5663394637896,245.08739275141923
2008-01-31,250.48568079333933,247.7735576831547,244.06294118835464
2008-02-29,251.04972055599947,247.67722720956678,243.30623305962473
2008-03-31,258.70077877156154,254.442836198063,248.6967392778622
2008-04-30,263.1991517153688,259.7102020023028,254.64050858116286
2008-05-31,268.1380241407985,264.8272909377906,259.8773242523707
2008-06-30,274.55857266671876,271.62276617500567,268.0360149344967
2008-07-31,276.2968445160003,273.54957213969294,270.6086088888445
2008-08-31,276.02635349604526,273.62777461703445,271.02864901962397
2008-09-30,269.7839461122873,266.55593993289006,262.31109812600465
2008-10-31,263.0610552551642,259.34337264082853,254.54841553374993
2008-11-30,257.43967598250777,253.42086705100468,248.47466149160448
2008-12-31,253.69201183645743,250.32883803782062,246.08004422764395
2009-01-31,253.1632789539952,250.42959865907287,246.63782953045302
2009-02-28,254.4759917854906,251.65841314751304,247.73763497699238
2009-03-31,257.9070715053807,254.3384127820184,249.33378927373428
2009-04-30,263.1258588671598,259.7333579916115,254.67779102666125
2009-05-31,266.1800677556935,262.42539780301513,257.1290490032715
2009-06-30,270.5321303276282,267.51756770399555,263.00346954837374
2009-07-31,274.44651695399807,271.64504557401466,268.12801252906297
2009-08-31,274.5151079894569,271.5780762493027,268.35229780397174
2009-09-30,269.7944488297634,266.6030450260972,262.69762373193396
2009-10-31,262.56517834167045,259.4662218264644,255.4514273309659
2009-11-30,255.27562465428528,251.1875799765171,245.89492641759296
2009-12-31,251.6981268615176,248.43069600146507,244.23919812993637
2010-01-31,252.75075301372127,249.11302930881453,244.72238005795964
2010-02-28,255.51623402811634,252.75492807629666,249.18150548976126
2010-03-31,260.07755261573124,255.97109022716756,250.84941705482635
2010-04-30,264.69318644074013,261.25514497277055,256.03202935327096
2010-05-31,268.251696939198,265.0921449662394,260.1916853250975
2010-06-30,270.33368810178916,267.0191515830879,262.02775447054455
2010-07-31,275.616376725663,272.9005337390457,269.03109286625
2010-08-31,278.32637117847406,276.0058310174373,273.3954677086109
2010-09-30,271.9331058718216,269.15774383046204,265.506780653365
2010-10-31,261.8520797186487,257.9190774805444,253.24180741239172
2010-11-30,257.1115527917836,252.54551046030548,246.86009350647456
2010-12-31,252.60938888845325,248.21939295109254,242.63306501910705
2011-01-31,250.0715042185981,246.10768627002773,240.9891708684174
2011-02-28,254.68787085522337,251.9778204440735,247.91120480780722
2011-03-31,256.6641938481942,252.83300195557956,248.0169045712459
2011-04-30,260.77119648616707,256.4678460466368,250.6554441468244
2011-05-31,267.4976481287072,263.68838410874974,258.2746488192735
2011-06-30,271.6652161399464,268.374943702416,264.03126990559576
2011-07-31,276.09243581532127,273.5715621553931,270.4933112068051
2011-08-31,276.23872807274546,273.6092305124978,270.69542525065424
2011-09-30,272.82192607768036,269.95994578666796,266.52876592702495
2011-10-31,263.49497755182347,259.97456485942024,255.56119861380242
2011-11-30,258.3739198331708,254.6476942150973,249.9868848429134
2011-12-31,252.22027867604106,248.51063929632303,243.8726640624854
2012-01-31,249.10442832494698,245.884958294725,241.78167264145952
2012-02-29,253.25502031170168,250.39146720264947,246.3983951132733
2012-03-31,257.3863714707396,254.17063072312683,249.49779836665923
2012-04-30,263.0132867104225,259.2038071124124,253.75520475257457
2012-05-31,266.5634711901838,263.18340984186506,257.8948418824941
2012-06-30,270.8521767097219,267.50136707940885,262.7537465550866
2012-07-31,275.14500137137435,272.34345528894045,268.7716223477385
2012-08-31,277.0761363988531,274.7961577209716,272.19472905371407
2012-09-30,272.8744034932242,270.12546158662,266.58927212756356
2012-10-31,261.4211938047583,257.89562725832565,253.47703118301808
2012-11-30,256.19265012096616,252.18581335208748,247.17308380403938
2012-12-31,251.85841183341532,248.3504475998277,243.8740402370301
2013-01-31,248.02534132270605,244.65851371468455,240.6929730698801
2013-02-28,253.67006644795302,250.56297830427636,246.13606473118196
2013-03-31,257.74381654315624,253.90423220738583,248.7925897572075
2013-04-30,263.1663023962474,259.5715641461976,254.05282734311507
2013-05-31,266.74063274463924,263.103089291553,257.85014887733644
2013-06-30,271.6203995853551,268.18240828160447,263.3160397090542
2013-07-31,275.84844971589,273.0912417086918,269.632693238554
2013-08-31,277.7623762503245,275.5753872077418,273.1606340329176
2013-09-30,270.7056247431226,267.76156667547747,264.3993114058786
2013-10-31,263.95331263458536,260.52593344490606,256.2880437239741
2013-11-30,254.82418384941937,250.4526990541905,245.39096440868116
2013-12-31,253.05159645777252,249.32914316269498,244.6500399275008
2014-01-31,250.82309246917896,247.2058518241286,242.5275401209191
2014-02-28,252.64109427968316,249.6333026927398,245.55059416585792
2014-03-31,258.47006348280263,255.3438670876957,250.54922727675483
2014-04-30,261.81954235615495,258.1343944363436,252.67573345722514
2014-05-31,267.3604108611437,264.21366092010715,259.4916692219584
2014-06-30,270.9974690272967,267.62750439078656,263.03934336933713
2014-07-31,275.8213806521502,273.0951337776321,269.72236617312257
2014-08-31,274.4894183834055,271.59052962651754,268.11669077448346
2014-09-30,271.29364678420495,268.3435636388606,264.6264832935729
2014-10-31,263.940127528822,260.38782502441484,255.6244410201986
2014-11-30,255.35132591560566,251.27684198600147,246.47887907601887
2014-12-31,251.44202833430833,247.49579440472905,242.52303670203884
2015-01-31,250.85262879114038,247.21963116360837,242.52946551308082
2015-02-28,254.95258415058166,251.80716329093255,247.73428310730097
2015-03-31,258.416130244572,254.90410048486766,249.96142596558434
2015-04-30,262.0756374031206,257.91813343644395,252.1281210902167
2015-05-31,266.83001413611976,263.3427847203512,258.1754843790776
2015-06-30,270.8900374956789,267.7839477783101,263.1851138326094
2015-07-31,277.77692742892543,275.3612899096632,272.4199913015378
2015-08-31,276.2862014309644,273.7837792112669,271.0424021922008
2015-09-30,269.7270484346625,266.626652695832,262.61270879222724
2015-10-31,263.0306502553782,258.91624999104084,253.62343770468036
2015-11-30,257.0569918525792,253.8017312337908,249.48145690604454
2015-12-31,250.8294796019299,247.44205725913494,243.11012267088356
2016-01-31,250.43429505085604,246.7557207786884,242.28443308242933
2016-02-29,251.6711240161104,247.67628051895315,242.93272746744236
2016-03-31,259.82132114220997,255.81013286791134,250.32839634290212
2016-04-30,264.0954025594705,260.62335221819126,255.29090996035492
2016-05-31,268.07903863826954,264.53054717678464,259.4662521296323
2016-06-30,273.961112209344,271.1151801969856,267.1345442908622
2016-07-31,276.68638070524196,274.1774364807747,271.1910919671606
2016-08-31,276.54337550001196,274.2890005817039,271.6989936553638
2016-09-30,271.08376116710673,268.05972964818494,264.56131458489574
2016-10-31,263.9774073681979,260.6650883134988,256.68309433847946
2016-11-30,258.9170665581286,255.62836745624043,251.5800530169011
2016-12-31,253.76180667921534,249.81410674484312,245.12443826783425
2017-01-31,252.60576830276185,249.7706717076437,245.7041501925818
2017-02-28,254.2395106811386,251.24496815543708,247.14141779593652
2017-03-31,258.3211832961115,254.97734022726104,250.2917221194052
2017-04-30,263.16994072022806,259.4493377734394,254.65909070939318
2017-05-31,268.8147035132285,265.5159052233236,260.68283611266077
2017-06-30,272.87823363366005,270.0072894116185,266.1556340276385
2017-07-31,277.99678454161176,275.7205703390212,273.0653313837739
2017-08-31,276.1134590007344,273.59580823306794,270.6599145930638
2017-09-30,271.8245666346989,268.9260517757655,265.39305458472035
2017-10-31,264.09550127008197,260.75513468210477,256.6000761387465
2017-11-30,257.8112479571133,254.12776825228306,249.73724903385695
2017-12-31,253.75445537332578,250.1662041072303,245.4798280043088
2018-01-31,250.66505971349585,246.81107067692415,242.23432683812666
2018-02-28,254.5798220773802,251.11893899236247,246.36176973598188
2018-03-31,258.1660317038063,253.9009672230778,248.23857070863178
2018-04-30,263.04307842048394,258.88436879428593,253.3488523456725
2018-05-31,266.70601635816223,263.06857473011786,257.8384533861462
2018-06-30,271.6983822448122,268.5458575540835,264.2864779119083
2018-07-31,277.14458613539944,274.67250844682206,271.65926033185934
2018-08-31,276.59093641067545,274.1529024124816,271.48219817391794
2018-09-30,270.7459940948422,267.7653193444941,264.13351342852013
2018-10-31,261.9877665132998,257.8288354220345,252.46091277902494
2018-11-30,256.2142290072659,252.54085043573295,247.8883534874548
2018-12-31,249.96239377254997,245.91692554650967,241.37274403277374
2019-01-31,250.9853666778736,247.84420026981786,243.4124522454509
2019-02-28,254.26225937597687,251.55538225672166,247.76412023851216
2019-03-31,257.58634730343704,253.90957376622305,248.43919904366868
2019-04-30,265.31575072143164,261.88070921303245,256.9813940689057
2019-05-31,266.20391696880864,262.67477560396094,257.6261253708271
2019-06-30,270.2238358842872,266.9211214324492,262.03163105789287
2019-07-31,275.5946185603196,272.64864641547655,269.0641818699483
2019-08-31,276.82184937432777,274.3978269511878,271.5956535839771
2019-09-30,271.05744737405774,267.87577102202044,264.5727633106323
2019-10-31,263.6724150251046,260.31230411965464,255.92660654443839
2019-11-30,258.45533715391224,255.429491255478,251.06341651717543
2019-12-31,247.7381169170314,244.41228285375078,240.70696184047384
2020-01-31,250.78528578163366,247.84528511222632,243.7459680701861
2020-02-29,252.16196117964955,248.22639233651478,243.38502103594078
2020-03-31,259.01068431537766,255.35045817151604,250.31541619487393
2020-04-30,263.1482306128186,259.33394871907575,253.8136429334997
2020-05-31,267.95433757156485,264.8753098987739,260.29207639204367
2020-06-30,272.40835827677137,269.4973855015183,265.46305096048997
2020-07-31,275.5523559508752,272.7671908595452,269.3584752646439
2020-08-31,276.84077775867644,274.26718662968767,271.3088374870727
2020-09-30,271.3055072726134,268.1652515650993,264.3431522759651
2020-10-31,262.7474246410088,259.2902956779242,255.07197526096917
2020-11-30,255.62878046987177,252.25736895636786,247.87110126157052
2020-12-31,251.12223465660227,248.04293242140622,244.04527673054574
2021-01-31,248.01276080716013,244.18279166580598,239.7415459757149
2021-02-28,256.22422391679345,251.80707889897448,246.3433707793226
2021-03-31,259.52972554111994,256.2236319264231,251.31727054079522
2021-04-30,260.24275073505714,256.0379340139141,250.3495665536693
2021-05-31,267.4541252471684,264.2931699251114,259.49461704932804
2021-06-30,272.21729113163593,269.09840145068927,264.96781354310104
2021-07-31,277.56200456664,275.1109026217872,272.0737662152761
2021-08-31,275.780736101937,273.29283004400423,270.4383182228713
2021-09-30,272.54332719964765,269.57969437558546,266.1144551339702
2021-10-31,263.5938782063268,260.02248816424367,255.52786646659106
2021-11-30,254.79634497573426,249.95420479603237,244.45347468301367
2021-12-31,251.1169391908541,246.74491778499245,241.36291941579938
2022-01-31,252.29046179492917,249.26417802777823,245.13382758395875
2022-02-28,252.9782323701116,249.53392923032465,244.77121666090642
2022-03-31,260.7460869380591,256.71175406314507,251.3569921906439
2022-04-30,264.7347008920518,260.7042791512169,255.20196644623059
2022-05-31,269.5671649697695,266.5274620329077,262.2896729886803
2022-06-30,272.83620179407285,269.89786915140957,266.0855265129191
2022-07-31,278.60435204615436,276.18240753435623,273.6692381419102
2022-08-31,278.11126781779024,276.0710987133493,273.82859505136867
2022-09-30,272.5222614855262,269.52663145319417,265.8269527131412
2022-10-31,263.013804536921,258.69399380382845,252.95045415395677
2022-11-30,255.09480998165952,251.24715326311983,246.40124824195112
2022-12-31,252.15373081564337,248.2939282389351,243.7717499435266
2023-01-31,250.7075084414898,247.56287318018323,243.59380113686544
2023-02-28,255.07585663511531,252.05855011445803,247.8119495279743
2023-03-31,259.31842790509114,255.29292837421494,249.85624664834674
2023-04-30,262.00329237196416,258.2262540801849,253.2290342997886
2023-05-31,265.5899710861447,262.06871953712107,256.6739172503621
2023-06-30,271.8185969884487,268.4962897512813,263.82222612277525
2023-07-31,277.1655968268822,274.7315336801811,271.782240170289
2023-08-31,276.4678000981382,273.93447945938226,271.16283933988854
2023-09-30,271.58821198580705,268.3604786930635,264.6448673789271
2023-10-31,262.6367113949187,258.6477674006775,253.64333861683116
2023-11-30,257.071251870992,252.71643411403474,247.30590642602436
2023-12-31,253.31135569138965,248.8305734518927,243.705896552282
2024-01-31,253.65621872183294,249.5440270584166,244.4027189452106
2024-02-29,251.35738853740474,247.60752664631593,242.85287107953243
2024-03-31,258.2833118036123,254.78405768658467,249.84546628086196
2024-04-30,263.06918324547075,259.3720640773307,254.110680342912
2024-05-31,267.69706151005795,263.82208572490316,258.43801821007185
2024-06-30,272.7135860247119,269.7281090197744,265.53838228317386
2024-07-31,277.08376809604954,274.4880222755175,271.525484915283
2024-08-31,277.99490707416106,275.7535257614543,273.4260224558191
2024-09-30,272.7646175833497,269.726451599562,266.28447548982473
2024-10-31,265.1143934768277,261.7987162511484,257.7001636862412
2024-11-30,257.6565173762314,254.16915951147334,249.92826446227028
2024-12-31,250.6581147998577,246.74510062767553,242.00549946975084
2025-01-31,250.72425865711045,247.3672083374264,243.22868490304458
2025-02-28,254.39209123737552,250.9300016740727,246.29752749531517
2025-03-31,256.8794267191839,253.08145554875196,248.01877661818773
2025-04-30,263.5955186534985,259.4068279519622,253.75211612354187
2025-05-31,269.43164693923666,265.8066114072005,260.6714653765776
2025-06-30,274.1723890228528,271.15547144243396,267.28425436655306
2025-07-31,278.6919412339788,276.2451785962067,273.7519823374433
2025-08-31,277.0702384401074,274.60513669097674,271.84194374238206
2025-09-30,272.6097887217801,269.7248783354981,266.4471861982596
2025-10-31,263.07742862960083,258.7037664532147,253.41055956119615
2025-11-30,255.2940843585846,250.5931955853171,244.86724324502956
2025-12-31,256.8820107586444,253.39068216185075,248.73757093823008
